Xpr(m)   Z(m)   X(m)  Y(m) V  Vx/zP  QP  
0.50 -264.36  287043.35 3085784.59 3.12 1 1
0.50 -264.61  287043.35 3085784.59 3.18 1 1
0.50 -264.83  287043.35 3085784.59 3.24 1 1
0.50 -265.06  287043.35 3085784.59 3.31 1 1
0.50 -265.28  287043.35 3085784.59 3.40 1 1
0.50 -265.50  287043.35 3085784.59 3.50 1 1
0.50 -265.71  287043.35 3085784.59 3.62 1 1
0.50 -265.92  287043.35 3085784.59 3.75 1 1
0.50 -266.14  287043.35 3085784.59 3.88 1 1
0.50 -266.35  287043.35 3085784.59 4.02 1 1
0.50 -266.67  287043.35 3085784.59 4.12 1 1
0.50 -266.99  287043.35 3085784.59 4.15 1 1
0.50 -267.30  287043.35 3085784.59 4.10 1 1
0.50 -267.61  287043.35 3085784.59 3.96 1 1
0.50 -267.93  287043.35 3085784.59 3.73 1 1
0.50 -268.25  287043.35 3085784.59 3.45 1 1
0.50 -268.62  287043.35 3085784.59 3.16 1 1
0.50 -268.99  287043.35 3085784.59 2.87 1 1
0.50 -269.30  287043.35 3085784.59 2.62 1 1
0.50 -269.61  287043.35 3085784.59 2.41 1 1
0.50 -269.93  287043.35 3085784.59 2.27 1 1
0.50 -270.25  287043.35 3085784.59 2.20 1 1
0.50 -270.62  287043.35 3085784.59 2.19 1 1
0.50 -270.99  287043.35 3085784.59 2.26 1 1
0.50 -271.30  287043.35 3085784.59 2.40 1 1
0.50 -271.61  287043.35 3085784.59 2.58 1 1
0.50 -271.93  287043.35 3085784.59 2.78 1 1
0.50 -272.25  287043.35 3085784.59 2.95 1 1
0.50 -272.62  287043.35 3085784.59 3.02 1 1
0.50 -272.99  287043.35 3085784.59 2.96 1 1
0.50 -273.30  287043.35 3085784.59 2.81 1 1
0.50 -273.61  287043.35 3085784.59 2.61 1 1
0.50 -273.93  287043.35 3085784.59 2.42 1 1
0.50 -274.25  287043.35 3085784.59 2.27 1 1
0.50 -274.62  287043.35 3085784.59 2.15 1 1
0.50 -274.99  287043.35 3085784.59 2.06 1 1
0.50 -275.30  287043.35 3085784.59 2.02 1 1
0.50 -275.61  287043.35 3085784.59 2.01 1 1
0.50 -275.93  287043.35 3085784.59 2.04 1 1
0.50 -276.25  287043.35 3085784.59 2.09 1 1
0.50 -276.61  287043.35 3085784.59 2.16 1 1
0.50 -276.98  287043.35 3085784.59 2.25 1 1
0.50 -277.30  287043.35 3085784.59 2.36 1 1
